name	verified_gender	title	honorific_prefix	given_name	family_name	title_in_lords	link	life_span	birth	death	constituency	service_span	commons_service_beginning	commons_service_ending	lords_service_beginning	lords_service_ending	entire_service_beginning	entire_service_ending	house	commons_service_span
Northcote, Stafford (Mr)	m	Mr	Mr	Stafford	Northcote	Earl of Iddesleigh February 16, 1970 - November 11, 1999	mr-stafford-northcote	July 14, 1932 - July  8, 2004	1932	2004	['unknown']	['unknown']	unknown	unknown	1970	1999	1970	1999	lords	unknown
Northcote, Stafford (Sir)	m	Sir	Sir	Stafford	Northcote	Earl Iddesleigh 1885 - 1887	sir-stafford-northcote	1818 - 1887	1818	1887	['Dudley', 'Stamford', 'Devon Northern']	[' March  8, 1855 - March 27, 1857', ' July 17, 1858 - 1866', ' May  9, 1866 - July  3, 1885']	1855	1885	1885	1887	1855	1887	commons_lords	29
Northcote, Walter (Mr)	m	Mr	Mr	Walter	Northcote	Earl of Iddesleigh January 12, 1887 - May 26, 1927	mr-walter-northcote	August  7, 1845 - May 26, 1927	1845	1927	['unknown']	['unknown']	unknown	unknown	1887	1927	1887	1927	lords	unknown
Northey, William (Mr)	m	Mr	Mr	William	Northey	unknown	mr-william-northey	1753 - January 19, 1826	1753	1826	['Newport']	[' May 28, 1796 - June 19, 1826']	1796	1826	unknown	unknown	1796	1826	commons	30
Northland,  (Viscount)	m	Viscount	Viscount	None	Northland	2nd Earl Ranfurley 1840 - 1858	viscount-northland	1786 - 1858	1786	1858	['Tyrone', 'Dungannon', 'Dungannon']	[' October 20, 1812 - July  1, 1818', ' June 25, 1818 - December 28, 1830', ' July 24, 1837 - 1838']	1812	1838	1840	1858	1812	1858	commons_lords	19
Norton, Cecil (Mr)	m	Mr	Mr	Cecil	Norton	 unknown 1916 - December  7, 1930	mr-cecil-norton	1845 - December  7, 1930	1845	1930	['Newington West']	[' July  4, 1892 - January  3, 1916']	1892	1916	1916	1930	1892	1930	commons_lords	24
Norton, Chapple (Mr)	m	Mr	Mr	Chapple	Norton	unknown	mr-chapple-norton	April  2, 1746 - March 19, 1818	1746	1818	['Guildford', 'Guildford']	[' May 27, 1796 - November  4, 1806', ' March 16, 1807 - October  5, 1812']	1796	1812	unknown	unknown	1796	1812	commons	15
Norton, Charles (Mr)	m	Mr	Mr	Charles	Norton	unknown	mr-charles-norton	February  4, 1807 - October 27, 1834	1807	1834	['Guildford']	[' April 30, 1831 - December 12, 1832']	1831	1832	unknown	unknown	1831	1832	commons	1
Norton, Christopher (Mr)	m	Mr	Mr	Christopher	Norton	Lord Rathcreedan May 15, 1990 - November 11, 1999	mr-christopher-norton	June  3, 1949 -	1949	unknown	['unknown']	['unknown']	unknown	unknown	1990	1999	1990	1999	lords	unknown
Norton, George (Mr)	m	Mr	Mr	George	Norton	unknown	mr-george-norton	August 31, 1800 - February 24, 1875	1800	1875	['Guildford']	[' June 12, 1826 - July 31, 1830']	1826	1830	unknown	unknown	1826	1830	commons	4
Norton, John (Mr)	m	Mr	Mr	John	Norton	Lord Grantley July 17, 1954 - June 24, 1995	mr-john-norton	July 30, 1923 - June 24, 1995	1923	1995	['unknown']	['unknown']	unknown	unknown	1954	1995	1954	1995	lords	unknown
Norton, Philip (Mr)	m	Mr	Mr	Philip	Norton	Lord Norton of Louth August  1, 1998 -	mr-philip-norton	March  5, 1951 -	1951	unknown	['unknown']	['unknown']	unknown	unknown	1998	unknown	1998	1998	lords	unknown
Norton, Richard (Mr)	m	Mr	Mr	Richard	Norton	Lord Grantley June 24, 1995 - November 11, 1999	mr-richard-norton	January 30, 1956 -	1956	unknown	['unknown']	['unknown']	unknown	unknown	1995	1999	1995	1999	lords	unknown
Norton, Robert (Mr)	m	Mr	Mr	Robert	Norton	unknown	mr-robert-norton	1838 - June  7, 1926	1838	1926	['Tunbridge']	[' November 24, 1885 - July  4, 1892']	1885	1892	unknown	unknown	1885	1892	commons	7
Norton-Griffiths, John (Sir)	m	Sir	Sir	John	Norton-Griffiths	unknown	sir-john-norton-griffiths	1871 - September 27, 1930	1871	1930	['Wednesbury', 'Wandsworth Central']	[' January 15, 1910 - December 14, 1918', ' December 14, 1918 - October 29, 1924']	1910	1924	unknown	unknown	1910	1924	commons	14
Norwood, Charles (Mr)	m	Mr	Mr	Charles	Norwood	unknown	mr-charles-norwood	1825 - 1891	1825	1891	['Kingston upon Hull']	[' July 11, 1865 - November 24, 1885']	1865	1885	unknown	unknown	1865	1885	commons	20
Norwood, Christopher (Mr)	m	Mr	Mr	Christopher	Norwood	unknown	mr-christopher-norwood	December 17, 1932 - November 14, 1972	1932	1972	['Norwich South']	[' October 15, 1964 - June 18, 1970']	1964	1970	unknown	unknown	1964	1970	commons	6
Nott, John (Mr)	m	Mr	Mr	John	Nott	unknown	mr-john-nott	February  1, 1932 -	1932	unknown	['St Ives']	[' March 31, 1966 - June  9, 1983']	1966	1983	unknown	unknown	1966	1983	commons	17
Nott, Peter (Mr)	m	Mr	Mr	Peter	Nott	Lord Bishop of Norwich September  1, 1991 - July 31, 1999	mr-peter-nott	December 30, 1933 -	1933	unknown	['unknown']	['unknown']	unknown	unknown	1991	1999	1991	1999	lords	unknown
Nowell, Alexander (Mr)	m	Mr	Mr	Alexander	Nowell	unknown	mr-alexander-nowell	1762 - 1842	1762	1842	['Westmorland']	[' May 11, 1831 - December 15, 1832']	1831	1832	unknown	unknown	1831	1832	commons	1
Nugent,  (Lord)	m	Lord	Lord	None	Nugent	unknown	lord-nugent	1788 - 1850	1788	1850	['Buckingham', 'Aylesbury']	[' January 30, 1810 - October  7, 1812', ' July 29, 1847 - November 26, 1850']	1810	1850	unknown	unknown	1810	1850	commons	5
Nugent, George (Mr)	m	Mr	Mr	George	Nugent	unknown	mr-george-nugent	June 10, 1757 - March 11, 1849	1757	1849	['Aylesbury', 'Buckingham']	[' November  3, 1806 - February 14, 1809', ' June 19, 1818 - December 10, 1832']	1806	1832	unknown	unknown	1806	1832	commons	17
Nugent, John (Mr)	m	Mr	Mr	John	Nugent	unknown	mr-john-nugent	1869 - March  1, 1940	1869	1940	['Dublin College Green']	[' June 11, 1915 - December 14, 1918']	1915	1918	unknown	unknown	1915	1918	commons	3
Nugent, Percy (Sir)	m	Sir	Sir	Percy	Nugent	unknown	sir-percy-nugent	1797 - 1874	1797	1874	['Westmeath']	[' July 29, 1847 - July  7, 1852']	1847	1852	unknown	unknown	1847	1852	commons	5
Nugent, Richard (Sir)	m	Sir	Sir	Richard	Nugent	Lord Nugent of Guildford May 31, 1966 - March 16, 1994	sir-richard-nugent	June  6, 1907 - March 16, 1994	1907	1994	['Guildford']	[' February 23, 1950 - March 31, 1966']	1950	1966	1966	1994	1950	1994	commons_lords	16
Nugent, Terence (Mr)	m	Mr	Mr	Terence	Nugent	Baron Nugent August 22, 1960 - December 31, 1973	mr-terence-nugent	August 11, 1895 - 1973	1895	1973	['unknown']	['unknown']	unknown	unknown	1960	1973	1960	1973	lords	unknown
Nugent, Walter (Sir)	m	Sir	Sir	Walter	Nugent	unknown	sir-walter-nugent	1865 - November 12, 1955	1865	1955	['Westmeath South']	[' April 13, 1907 - December 14, 1918']	1907	1918	unknown	unknown	1907	1918	commons	11
Nugent-Grenville, George (Mr)	m	Mr	Mr	George	Nugent-Grenville	unknown	mr-george-nugent-grenville	December 31, 1788 - November 26, 1850	1788	1850	['Aylesbury']	[' October  9, 1812 - November 24, 1814']	1812	1814	unknown	unknown	1812	1814	commons	2
Nugent-Temple-Grenville, George (Mr)	m	Mr	Mr	George	Nugent-Temple-Grenville	Baron Cobham September 11, 1779 - February 11, 1813	mr-george-nugent-temple-grenville	June 17, 1753 - February 11, 1813	1753	1813	['unknown']	['unknown']	unknown	unknown	1779	1813	1779	1813	lords	unknown
Nunn, William (Mr)	m	Mr	Mr	William	Nunn	unknown	mr-william-nunn	1879 - December 16, 1971	1879	1971	['Whitehaven', 'Newcastle upon Tyne West']	[' October 27, 1931 - November 14, 1935', ' July  5, 1940 - July  5, 1945']	1931	1945	unknown	unknown	1931	1945	commons	9
Nussey, Thomas (Sir)	m	Sir	Sir	Thomas	Nussey	unknown	sir-thomas-nussey	1868 - October 12, 1947	1868	1947	['Pontefract']	[' June 26, 1893 - January 15, 1910']	1893	1910	unknown	unknown	1893	1910	commons	17
Nuttall, Ellis (Mr)	m	Mr	Mr	Ellis	Nuttall	unknown	mr-ellis-nuttall	1890 - July  1, 1951	1890	1951	['Birkenhead West']	[' October 29, 1924 - May 30, 1929']	1924	1929	unknown	unknown	1924	1929	commons	5
Nuttall, Harry (Mr)	m	Mr	Mr	Harry	Nuttall	unknown	mr-harry-nuttall	1849 - September 25, 1924	1849	1924	['Stretford']	[' January 12, 1906 - December 14, 1918']	1906	1918	unknown	unknown	1906	1918	commons	12
Nutting, Anthony (Mr)	m	Mr	Mr	Anthony	Nutting	unknown	mr-anthony-nutting	January 11, 1920 - 1999	1920	1999	['Melton']	[' July  5, 1945 - November 16, 1956']	1945	1956	unknown	unknown	1945	1956	commons	11
O'Beirne, Francis (Mr)	m	Mr	Mr	Francis	O'Beirne	unknown	mr-francis-obeirne	1833 - 1899	1833	1899	['Leitrim']	[' July 14, 1876 - November 24, 1885']	1876	1885	unknown	unknown	1876	1885	commons	9
O'Beirne, James (Mr)	m	Mr	Mr	James	O'Beirne	unknown	mr-james-obeirne	1816 - 1895	1816	1895	['Cashel']	[' July 11, 1865 - December 31, 1870']	1865	1870	unknown	unknown	1865	1870	commons	5
O'Brien, Bill (Mr)	m	Mr	Mr	Bill	O'Brien	unknown	mr-bill-obrien	January 25, 1929 -	1929	unknown	['Normanton']	[' June  9, 1983 - May  5, 2005']	1983	2005	unknown	unknown	1983	2005	commons	22
O'Brien, Cornelius (Mr)	m	Mr	Mr	Cornelius	O'Brien	unknown	mr-cornelius-obrien	1782 - 1857	1782	1857	['Clare', 'Clare']	[' December 10, 1832 - July 29, 1847', ' July  7, 1852 - March 27, 1857']	1832	1857	unknown	unknown	1832	1857	commons	20
O'Brien, Edward (Sir)	m	Sir	Sir	Edward	O'Brien	unknown	sir-edward-obrien	April 17, 1773 - March 13, 1837	1773	1837	['Clare']	[' July 24, 1802 - June 19, 1826']	1802	1826	unknown	unknown	1802	1826	commons	24
O'Brien, Ignatius (Mr)	m	Mr	Mr	Ignatius	O'Brien	Baron Shandon July  1, 1918 - September 10, 1930	mr-ignatius-obrien	July 31, 1857 - September 10, 1930	1857	1930	['unknown']	['unknown']	unknown	unknown	1918	1930	1918	1930	lords	unknown
O'Brien, James (Mr)	m	Mr	Mr	James	O'Brien	unknown	mr-james-obrien-1	1806 - 1881	1806	1881	['Limerick']	[' October 28, 1854 - January 31, 1858']	1854	1858	unknown	unknown	1854	1858	commons	4
O'Brien, James (Mr)	m	Mr	Mr	James	O'Brien	unknown	mr-james-obrien	1828 - May 23, 1905	1828	1905	['Mayo South', 'Mayo South', 'Cork', 'Cork']	[' November 24, 1885 - July  4, 1892', ' July  4, 1892 - July 13, 1895', ' July 13, 1895 - October  1, 1900', ' October  1, 1900 - May 23, 1905']	1885	1905	unknown	unknown	1885	1905	commons	20
O'Brien, John (Mr)	m	Mr	Mr	John	O'Brien	unknown	mr-john-obrien	1794 - 1855	1794	1855	['Limerick']	[' June 29, 1841 - July  7, 1852']	1841	1852	unknown	unknown	1841	1852	commons	11
O'Brien, Kendal (Mr)	m	Mr	Mr	Kendal	O'Brien	unknown	mr-kendal-obrien	1849 - November 21, 1909	1849	1909	['Tipperary Mid']	[' October  1, 1900 - November 21, 1909']	1900	1909	unknown	unknown	1900	1909	commons	9
O'Brien, Leslie (Mr)	m	Mr	Mr	Leslie	O'Brien	Lord O'Brien of Lothbury March 14, 1973 - November 24, 1995	mr-leslie-obrien	February  8, 1908 - November 24, 1995	1908	1995	['unknown']	['unknown']	unknown	unknown	1973	1995	1973	1995	lords	unknown
O'Brien, Lucius (Sir)	m	Sir	Sir	Lucius	O'Brien	unknown	sir-lucius-obrien	1800 - 1872	1800	1872	['Clare', 'Clare']	[' June 23, 1826 - August  9, 1830', ' July 29, 1847 - July  7, 1852']	1826	1852	unknown	unknown	1826	1852	commons	9
O'Brien, Mike (Mr)	m	Mr	Mr	Mike	O'Brien	unknown	mr-mike-obrien	June 19, 1954 -	1954	unknown	['Warwickshire North']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
O'Brien, Murrough (Mr)	m	Mr	Mr	Murrough	O'Brien	Baron Thomond October  2, 1801 - February 10, 1808	mr-murrough-obrien	 - February 10, 1808	unknown	1808	['unknown']	['unknown']	unknown	unknown	1801	1808	1801	1808	lords	unknown
O'Brien, Ossie (Mr)	m	Mr	Mr	Ossie	O'Brien	unknown	mr-ossie-obrien	April  6, 1928 - March  6, 1997	1928	1997	['Darlington']	[' March 24, 1983 - June  9, 1983']	1983	1983	unknown	unknown	1983	1983	commons	0
O'Brien, Patrick (Mr)	m	Mr	Mr	Patrick	O'Brien	unknown	mr-patrick-obrien-2	1823 - 1895	1823	1895	"[""King's County""]"	[' July  7, 1852 - November 24, 1885']	1852	1885	unknown	unknown	1852	1885	commons	33
O'Brien, Patrick (Mr)	m	Mr	Mr	Patrick	O'Brien	unknown	mr-patrick-obrien-1	1853 - July 12, 1917	1853	1917	['Monaghan North', 'Kilkenny', 'Kilkenny']	[' February 10, 1886 - July  4, 1892', ' July 13, 1895 - October  1, 1900', ' October  1, 1900 - July 12, 1917']	1886	1917	unknown	unknown	1886	1917	commons	28
O'Brien, Patrick (Mr)	m	Mr	Mr	Patrick	O'Brien	unknown	mr-patrick-obrien	1835 - January 10, 1911	1835	1911	['Tipperary North', 'Tipperary North', 'Tipperary North']	[' November 24, 1885 - July  4, 1892', ' July  4, 1892 - October  1, 1900', ' October  1, 1900 - January 12, 1906']	1885	1906	unknown	unknown	1885	1906	commons	21
O'Brien, Peter (Mr)	m	Mr	Mr	Peter	O'Brien	Baron O'Brien June 16, 1900 - September  7, 1914	mr-peter-obrien	June 29, 1842 - September  7, 1914	1842	1914	['unknown']	['unknown']	unknown	unknown	1900	1914	1900	1914	lords	unknown
O'Brien, Stephen (Mr)	m	Mr	Mr	Stephen	O'Brien	unknown	mr-stephen-obrien	April  1, 1957 -	1957	unknown	['Eddisbury']	[' July 22, 1999 - ?']	1999	unknown	unknown	unknown	1999	1999	commons	unknown
O'Brien, Timothy (Mr)	m	Mr	Mr	Timothy	O'Brien	unknown	mr-timothy-obrien	 - 1862	unknown	1862	['Cashel']	[' February  5, 1846 - April 28, 1859']	1846	1859	unknown	unknown	1846	1859	commons	13
O'Brien, Tom (Mr)	m	Mr	Mr	Tom	O'Brien	unknown	mr-tom-obrien	August 17, 1900 - May  5, 1970	1900	1970	['Nottingham West', 'Nottingham North West', 'Nottingham West']	[' July  5, 1945 - February 23, 1950', ' February 23, 1950 - May 26, 1955', ' May 26, 1955 - October  8, 1959']	1945	1959	unknown	unknown	1945	1959	commons	14
O'Brien, William (Mr)	m	Mr	Mr	William	O'Brien	unknown	mr-william-obrien	1852 - February 25, 1928	1852	1928	['Mallow', 'Tyrone South', 'Cork North East', 'Cork', 'Cork', 'Cork']	[' January 24, 1883 - November 24, 1885', ' November 24, 1885 - July  1, 1886', ' May 16, 1887 - July  4, 1892', ' July  4, 1892 - June 15, 1895', ' October  1, 1900 - March 29, 1909', ' January 15, 1910 - December 14, 1918']	1883	1918	unknown	unknown	1883	1918	commons	28
O'Brien, William (Mr)	m	Mr	Mr	William	O'Brien	unknown	mr-william-obrien-1	1803 - 1864	1803	1864	['Ennis', 'Limerick']	[' April 23, 1828 - May 11, 1831', ' January  6, 1835 - May 30, 1849']	1828	1849	unknown	unknown	1828	1849	commons	17
O'Bryen, William (Mr)	m	Mr	Mr	William	O'Bryen	Baron Tadcaster July  3, 1826 - August 21, 1846	mr-william-obryen	 - August 21, 1846	unknown	1846	['unknown']	['unknown']	unknown	unknown	1826	1846	1826	1846	lords	unknown
O'Byrne, William (Mr)	m	Mr	Mr	William	O'Byrne	unknown	mr-william-obyrne	1823 - 1896	1823	1896	['Wicklow']	[' January 31, 1874 - March 31, 1880']	1874	1880	unknown	unknown	1874	1880	commons	6
O'Callaghan, Cornelius (Hon.)	m	Hon.	Hon.	Cornelius	O'Callaghan	unknown	hon-cornelius-ocallaghan	1809 - 1849	1809	1849	['Tipperary', 'Dungarvan']	[' December 10, 1832 - January  6, 1835', ' July 24, 1837 - June 29, 1841']	1832	1841	unknown	unknown	1832	1841	commons	7
O'Callaghan, Cornelius (Mr)	m	Mr	Mr	Cornelius	O'Callaghan	Baron Lismore of Shanbally Castle July  6, 1838 - May 30, 1857	mr-cornelius-ocallaghan	October  2, 1775 - May 30, 1857	1775	1857	['Lostwithiel']	[' November  4, 1806 - January 24, 1807']	1806	1807	1838	1857	1806	1857	commons_lords	1
O'Callaghan, George (Mr)	m	Mr	Mr	George	O'Callaghan	Baron Lismore of Shanbally Castle May 30, 1857 - October 29, 1898	mr-george-ocallaghan	March 16, 1815 - October 29, 1898	1815	1898	['unknown']	['unknown']	unknown	unknown	1857	1898	1857	1898	lords	unknown
O'Callaghan, James (Mr)	m	Mr	Mr	James	O'Callaghan	unknown	mr-james-ocallaghan	October 17, 1743 - February 14, 1836	1743	1836	['Tregony', 'Tregony']	[' November  1, 1806 - November 24, 1812', ' June 19, 1818 - June 12, 1826']	1806	1826	unknown	unknown	1806	1826	commons	14
O'Callaghan, William (Hon.)	m	Hon.	Hon.	William	O'Callaghan	unknown	hon-william-ocallaghan	1852 - 1877	1852	1877	['Tipperary']	[' January 31, 1874 - April 20, 1877']	1874	1877	unknown	unknown	1874	1877	commons	3
O'Cathain, Detta (Ms)	f	Ms	Ms	Detta	O'Cathain	Baroness O'Cathain June 21, 1991 -	ms-detta-ocathain	February  3, 1938 -	1938	unknown	['unknown']	['unknown']	unknown	unknown	1991	unknown	1991	1991	lords	unknown
O'Clery, Keyes (Mr)	m	Mr	Mr	Keyes	O'Clery	unknown	mr-keyes-oclery	1849 - May 22, 1913	1849	1913	['Wexford']	[' January 31, 1874 - March 31, 1880']	1874	1880	unknown	unknown	1874	1880	commons	6
O'Connell, Charles (Mr)	m	Mr	Mr	Charles	O'Connell	unknown	mr-charles-oconnell	 - 1877	unknown	1877	['Kerry']	[' December 10, 1832 - January  6, 1835']	1832	1835	unknown	unknown	1832	1835	commons	3
O'Connell, Daniel (Mr)	m	Mr	Mr	Daniel	O'Connell	unknown	mr-daniel-oconnell-1	1775 - 1847	1775	1847	['Clare', 'Waterford', 'Kerry', 'Dublin', 'Kilkenny', 'Dublin', 'Cork', 'Meath']	[' July  5, 1828 - August 17, 1830', ' August 13, 1830 - May 11, 1831', ' May 14, 1831 - December 24, 1832', ' December 10, 1832 - May 16, 1836', ' May 17, 1836 - July 24, 1837', ' July 24, 1837 - June 29, 1841', ' June 29, 1841 - May 15, 1847', ' July  9, 1841 - June 10, 1842']	1828	1842	unknown	unknown	1828	1842	commons	20
O'Connell, Daniel (Mr)	m	Mr	Mr	Daniel	O'Connell	unknown	mr-daniel-oconnell	1815 - 1897	1815	1897	['Dundalk', 'Waterford', 'Tralee']	[' July 31, 1846 - July 29, 1847', ' July 29, 1847 - February 29, 1848', ' July  4, 1853 - May 14, 1863']	1846	1863	unknown	unknown	1846	1863	commons	12
O'Connell, John (Mr)	m	Mr	Mr	John	O'Connell	unknown	mr-john-oconnell	1810 - 1858	1810	1858	['Youghal', 'Athlone', 'Kilkenny', 'Limerick', 'Clonmel']	[' December 10, 1832 - July 24, 1837', ' July 24, 1837 - June 29, 1841', ' June 29, 1841 - July 29, 1847', ' July 29, 1847 - July 31, 1851', ' December 21, 1853 - February 16, 1857']	1832	1857	unknown	unknown	1832	1857	commons	23
O'Connell, Maurice (Mr)	m	Mr	Mr	Maurice	O'Connell	unknown	mr-maurice-oconnell	1803 - 1853	1803	1853	['Tralee', 'Tralee']	[' December 10, 1832 - July 24, 1837', ' March 12, 1838 - June 17, 1853']	1832	1853	unknown	unknown	1832	1853	commons	20
O'Connell, Maurice (Mr)	m	Mr	Mr	Maurice	O'Connell	unknown	mr-maurice-oconnell-1	1801 - June 18, 1853	1801	1853	['Clare']	[' March 23, 1831 - December 17, 1832']	1831	1832	unknown	unknown	1831	1832	commons	1
O'Connell, Morgan (Mr)	m	Mr	Mr	Morgan	O'Connell	unknown	mr-morgan-oconnell-1	1811 - 1875	1811	1875	['Kerry']	[' January  6, 1835 - July  7, 1852']	1835	1852	unknown	unknown	1835	1852	commons	17
O'Connell, Morgan (Mr)	m	Mr	Mr	Morgan	O'Connell	unknown	mr-morgan-oconnell	1804 - 1885	1804	1885	['Meath']	[' December 10, 1832 - January 31, 1840']	1832	1840	unknown	unknown	1832	1840	commons	8
O'Connor, Arthur (Mr)	m	Mr	Mr	Arthur	O'Connor	unknown	mr-arthur-oconnor-1	1888 - May  2, 1950	1888	1950	['Kildare South']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Connor, Arthur (Mr)	m	Mr	Mr	Arthur	O'Connor	unknown	mr-arthur-oconnor	1844 - March 30, 1923	1844	1923	"[""Queen's County"", 'Donegal East', ""Queen's County Ossory"", 'Donegal East']"	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - July  4, 1892', ' December  5, 1885 - February 12, 1886', ' July  4, 1892 - October  1, 1900']	1880	1900	unknown	unknown	1880	1900	commons	21
O'Connor, Feargus (Mr)	m	Mr	Mr	Feargus	O'Connor	unknown	mr-feargus-oconnor	1796 - 1855	1796	1855	['Cork', 'Nottingham']	[' December 10, 1832 - June  5, 1835', ' July 29, 1847 - July  7, 1852']	1832	1852	unknown	unknown	1832	1852	commons	8
O'Connor, James (Mr)	m	Mr	Mr	James	O'Connor	unknown	mr-james-oconnor	1836 - March 12, 1910	1836	1910	['Wicklow West', 'Wicklow West']	[' July  4, 1892 - October  1, 1900', ' October  1, 1900 - March 12, 1910']	1892	1910	unknown	unknown	1892	1910	commons	18
O'Connor, John (Mr)	m	Mr	Mr	John	O'Connor	unknown	mr-john-oconnor-1	1850 - October 27, 1928	1850	1928	['Tipperary', 'Tipperary South', 'Kildare North']	[' January  9, 1885 - November 24, 1885', ' November 24, 1885 - July  4, 1892', ' February 14, 1905 - December 14, 1918']	1885	1918	unknown	unknown	1885	1918	commons	20
O'Connor, John (Mr)	m	Mr	Mr	John	O'Connor	unknown	mr-john-oconnor	1837 - 1891	1837	1891	['Kerry South']	[' November 24, 1885 - September 26, 1887']	1885	1887	unknown	unknown	1885	1887	commons	2
O'Connor, T.P. (Mr)	m	Mr	Mr	T.P.	O'Connor	unknown	mr-tp-oconnor	1848 - November 18, 1929	1848	1929	['Galway', 'Liverpool Scotland']	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - November 18, 1929']	1880	1929	unknown	unknown	1880	1929	commons	49
O'Connor, Terence (Mr)	m	Mr	Mr	Terence	O'Connor	unknown	mr-terence-oconnor	1891 - May  8, 1940	1891	1940	['Luton', 'Nottingham Central']	[' October 29, 1924 - May 30, 1929', ' May 27, 1930 - May  8, 1940']	1924	1940	unknown	unknown	1924	1940	commons	15
O'Conor, Denis (Mr)	m	Mr	Mr	Denis	O'Conor	unknown	mr-denis-oconor	1840 - 1883	1840	1883	['Sligo', 'Sligo']	[' November 17, 1868 - January 31, 1874', ' January 31, 1874 - July 26, 1883']	1868	1883	unknown	unknown	1868	1883	commons	15
O'Conor Don,  (The)	m	The	The	None	O'Conor Don	unknown	the-oconor-don	1838 - 1906	1838	1906	['Roscommon']	[' March 26, 1860 - March 31, 1880']	1860	1880	unknown	unknown	1860	1880	commons	20
O'Conor Don,  (The)	m	The	The	None	O'Conor Don	unknown	the-oconor-don-1	1794 - 1847	1794	1847	['Roscommon']	[' December 10, 1832 - July 29, 1847']	1832	1847	unknown	unknown	1832	1847	commons	15
O'Conor, Owen (Mr)	m	Mr	Mr	Owen	O'Conor	unknown	mr-owen-oconor	1763 - 1831	1763	1831	['Roscommon']	[' August  9, 1830 - July 25, 1831']	1830	1831	unknown	unknown	1830	1831	commons	1
O'Doherty, James (Mr)	m	Mr	Mr	James	O'Doherty	unknown	mr-james-odoherty	1848 - 1932	1848	1932	['Donegal North']	[' November 24, 1885 - June 24, 1890']	1885	1890	unknown	unknown	1885	1890	commons	5
O'Doherty, Joseph (Mr)	m	Mr	Mr	Joseph	O'Doherty	unknown	mr-joseph-odoherty	1891 -	1891	unknown	['Donegal North']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Doherty, Kevin (Mr)	m	Mr	Mr	Kevin	O'Doherty	unknown	mr-kevin-odoherty	1823 - July 15, 1905	1823	1905	['Meath North']	[' November 24, 1885 - July  1, 1886']	1885	1886	unknown	unknown	1885	1886	commons	1
O'Doherty, Philip (Mr)	m	Mr	Mr	Philip	O'Doherty	unknown	mr-philip-odoherty	1871 - February  6, 1926	1871	1926	['Donegal North']	[' January 12, 1906 - December 14, 1918']	1906	1918	unknown	unknown	1906	1918	commons	12
O'Doherty, William (Mr)	m	Mr	Mr	William	O'Doherty	unknown	mr-william-odoherty	1868 - May 18, 1905	1868	1905	['Donegal North']	[' October  1, 1900 - May 18, 1905']	1900	1905	unknown	unknown	1900	1905	commons	5
O'Donnell, Charles (Mr)	m	Mr	Mr	Charles	O'Donnell	unknown	mr-charles-odonnell	1850 - December  3, 1934	1850	1934	['Newington Walworth']	[' January 12, 1906 - January 15, 1910']	1906	1910	unknown	unknown	1906	1910	commons	4
O'Donnell, Frank (Mr)	m	Mr	Mr	Frank	O'Donnell	unknown	mr-frank-odonnell	1848 - November  2, 1916	1848	1916	['Galway', 'Dungarvan']	[' March 20, 1874 - May 30, 1874', ' January 24, 1877 - November 24, 1885']	1874	1885	unknown	unknown	1874	1885	commons	8
O'Donnell, John (Mr)	m	Mr	Mr	John	O'Donnell	unknown	mr-john-odonnell	1870 - 1920	1870	1920	['Mayo South', 'Mayo South']	[' February 27, 1900 - January 15, 1910', ' January 15, 1910 - December  3, 1910']	1900	1910	unknown	unknown	1900	1910	commons	10
O'Donnell, Thomas (Mr)	m	Mr	Mr	Thomas	O'Donnell	unknown	mr-thomas-odonnell	1872 - June 11, 1943	1872	1943	['Kerry West']	[' October  1, 1900 - December 14, 1918']	1900	1918	unknown	unknown	1900	1918	commons	18
O'Donoghue of the Glens,  (The)	m	The	The	None	O'Donoghue of the Glens	unknown	the-odonoghue-of-the-glens	1833 - 1889	1833	1889	['Tipperary', 'Tralee']	[' March 16, 1857 - July 11, 1865', ' July 11, 1865 - November 24, 1885']	1857	1885	unknown	unknown	1857	1885	commons	28
O'Donovan, William (Dr)	m	Dr	Dr	William	O'Donovan	unknown	dr-william-odonovan	1886 - January 13, 1955	1886	1955	['Stepney Mile End']	[' October 27, 1931 - November 14, 1935']	1931	1935	unknown	unknown	1931	1935	commons	4
O'Dowd, John (Mr)	m	Mr	Mr	John	O'Dowd	unknown	mr-john-odowd	1856 - 1937	1856	1937	['Sligo North', 'Sligo South']	[' March  7, 1900 - October  1, 1900', ' October  1, 1900 - December 14, 1918']	1900	1918	unknown	unknown	1900	1918	commons	18
O'Driscoll, Florence (Mr)	m	Mr	Mr	Florence	O'Driscoll	unknown	mr-florence-odriscoll	1858 - January  6, 1939	1858	1939	['Monaghan South']	[' July  4, 1892 - July 13, 1895']	1892	1895	unknown	unknown	1892	1895	commons	3
O'Dwyer, Andrew (Mr)	m	Mr	Mr	Andrew	O'Dwyer	unknown	mr-andrew-odwyer	 - 1877	unknown	1877	['Drogheda', 'Drogheda']	[' December 10, 1832 - April 23, 1835', ' April 24, 1835 - June 21, 1835']	1832	1835	unknown	unknown	1832	1835	commons	3
